year,query,total_citations,avg_h_index,usage,captures,mentions,social_media,impact,first_year_citations,second_year_citations,max_h_index,flesch_reading_ease,flesch_kincaid_grade,gunning_fog_index,smog_index,automated_readability_index,coleman_liau_index,cohesion,syntax,vocabulary,phraseology,grammar,conventions
2019,"distributed, parallel and cluster computing",532,28,0,946,0,23,high,0,29,28,47.99,10.2,8.18,12.5,12.1,13.68,7.1538463,6.9423075,7.8076925,7.6346154,7.173077,6.6153846
2017,machine learning,2191,49,0,1226,0,0,high,0,53,76,34.86,13.2,11.49,14.6,15.4,15.26,6.607143,6.321429,7.357143,7.107143,6.678571,5.964286
2018,machine learning,2359,29,0,3334,0,19,high,35,206,31,42.92,12.2,10.77,13.7,14.9,14.21,6.521739,6.326087,7.347826,7.0869565,6.5652175,6.0434785
2018,machine learning,2344,33,0,1351,0,0,high,26,155,56,50.87,11.2,10.92,13.0,13.6,12.71,5.892857,5.785714,6.821429,6.428571,6.178571,5.571429
2018,machine learning,2278,40,0,980,0,0,high,3,148,76,52.9,10.4,9.33,12.6,12.0,11.95,6.0,5.75,6.714286,6.428571,5.892857,5.428571
2020,machine learning,2248,80,0,1054,3,0,high,115,526,107,35.27,13.1,11.13,14.8,14.9,15.14,7.1538463,7.0,7.9615383,7.769231,7.269231,6.6923075
2018,machine learning,2236,30,0,1500,0,0,high,10,146,61,45.25,11.3,9.08,13.2,12.0,11.83,6.96875,6.875,7.46875,7.46875,7.0,6.5
2017,machine learning,2118,32,0,4183,0,0,high,1,35,48,39.37,13.6,12.14,15.4,15.7,13.87,7.351852,7.1666665,8.055555,7.9444447,7.462963,6.796296
2017,machine learning,2109,59,0,915,0,0,high,3,109,90,48.09,10.2,8.59,12.4,11.9,12.64,6.1764708,6.147059,6.9117646,6.7647057,6.4117646,5.9117646
2020,machine learning,2075,54,0,12127,1,0,high,175,425,68,57.27,8.8,8.23,11.4,10.3,11.59,6.2058825,6.147059,6.9411764,6.7647057,6.470588,5.7352943
2017,machine learning,2026,16,0,1726,0,0,high,5,51,22,57.16,8.8,7.95,12.0,9.8,10.9,5.90625,5.8125,6.59375,6.40625,6.09375,5.46875
2022,machine learning,1991,23,0,2341,0,0,high,159,1211,42,47.69,10.4,9.03,12.5,11.8,12.93,7.0,6.852941,7.647059,7.470588,7.0882354,6.4411764
2019,machine learning,2028,42,0,1236,1,0,high,17,206,57,64.61,8.0,8.44,10.8,9.9,10.49,6.125,5.875,6.875,6.6875,6.1875,5.4375
2021,machine learning,2107,21,0,2734,1,0,high,461,693,36,54.32,9.9,9.35,12.6,10.9,10.84,6.3461537,6.269231,7.1538463,7.0384617,6.6153846,5.9615383
2020,machine learning,2106,56,0,1282,0,0,high,15,217,116,44.95,11.4,9.62,13.2,12.9,13.05,6.576923,6.423077,7.269231,7.1538463,6.6153846,6.0384617
2019,machine learning,1967,34,0,516,0,0,high,2,141,66,40.24,11.1,8.01,13.1,12.3,14.26,5.852941,5.6764708,6.617647,6.2647057,5.9411764,5.4411764
2017,machine learning,2061,59,0,367,0,0,high,2,49,92,44.95,11.4,9.88,12.8,12.3,12.18,6.035714,5.964286,6.964286,6.678571,6.285714,5.571429
2019,machine learning,1964,77,0,1795,0,0,high,3,130,164,50.43,9.3,7.55,11.4,9.9,11.88,5.785714,5.6904764,6.595238,6.428571,6.0238094,5.3809524
2018,machine learning,2030,60,0,2675,0,0,high,13,115,98,48.3,10.1,8.43,12.7,11.7,12.93,6.117647,6.0,6.8235292,6.647059,6.382353,5.7941175
2019,machine learning,2060,12,0,1839,0,0,high,11,167,14,54.22,9.9,9.22,12.3,11.0,11.08,6.766667,6.6666665,7.5,7.366667,6.9,6.133333
2019,"distributed, parallel and cluster computing",443,26,0,177,0,0,high,9,45,26,51.07,11.1,10.19,14.4,13.0,11.37,6.03125,5.953125,6.75,6.640625,6.359375,5.859375
2022,software engineering,6,12,0,11,0,0,low,0,4,13,51.24,9.0,8.39,12.2,11.1,11.64,4.4,4.25,5.45,5.0,4.8,4.15
2019,machine learning,1952,94,0,866,1,0,high,21,122,121,43.43,12.0,10.24,14.5,14.3,14.16,6.85,6.575,7.5,7.325,6.825,6.2
2017,machine learning,1938,18,0,1846,0,0,high,7,111,28,53.1,10.3,9.71,12.6,11.8,11.66,7.0333333,7.0,7.8,7.5666666,7.1666665,6.7
2017,machine learning,2155,77,0,2322,2,0,high,0,97,133,44.95,11.4,9.68,13.3,13.5,13.98,6.881579,6.7236843,7.631579,7.4210525,6.9342103,6.3157897
2022,machine learning,2153,19,0,3284,0,0,high,28,1467,21,35.78,12.9,10.94,14.8,14.5,14.79,6.6,6.4666667,7.366667,7.3,6.766667,6.0333333
2020,machine learning,2145,9,0,1574,0,0,high,35,298,14,56.05,9.2,8.74,12.1,10.9,11.94,6.733333,6.5,7.366667,7.266667,6.733333,6.133333
2019,machine learning,2144,41,0,1835,0,0,high,2,146,56,55.74,9.3,8.32,12.1,11.5,12.47,6.78125,6.625,7.1875,7.1875,6.875,6.25
2017,machine learning,2119,12,0,2072,0,0,high,14,158,21,54.93,9.6,9.23,12.3,11.9,12.7,6.6153846,6.5384617,7.3846154,7.1923075,6.730769,6.1153846
2017,machine learning,1899,35,0,3653,0,0,high,4,116,54,56.66,9.0,8.02,11.6,9.9,10.66,6.75,6.59375,7.375,7.25,6.84375,6.28125
2022,machine learning,1,25,0,0,0,0,low,1,0,36,35.31,15.1,13.85,16.5,17.6,13.64,5.5263157,5.355263,6.2763157,6.0789475,5.6973686,5.144737
2022,internet of things and embedded systems,2,14,0,6,0,0,low,0,2,18,42.41,12.4,10.92,14.3,14.7,13.63,6.105263,5.9210525,6.8421054,6.6578946,6.2894735,5.4736843
2022,machine learning,1,9,0,30,0,0,low,0,0,12,30.8,14.8,13.11,15.3,17.6,16.13,7.214286,7.142857,8.0,7.857143,7.357143,6.571429
2017,machine learning,1936,16,0,1239,0,0,high,5,31,29,42.92,12.2,10.51,14.0,14.1,13.58,6.78125,6.65625,7.46875,7.40625,6.96875,6.3125
2020,machine learning,1920,51,0,815,0,0,high,19,173,92,44.14,11.7,10.07,14.1,13.5,13.58,6.6190476,6.3809524,7.2380953,7.071429,6.571429,6.071429
2021,machine learning,1902,26,0,2165,4,0,high,87,459,50,39.84,11.3,8.49,13.8,12.7,14.72,6.25,6.076923,6.9038463,6.673077,6.25,5.769231
2017,machine learning,1896,37,0,1088,0,0,high,0,65,43,41.4,12.8,11.31,14.5,13.8,12.24,6.8913045,6.652174,7.652174,7.4347825,6.869565,6.2391305
2019,machine learning,1895,82,0,1375,0,0,high,11,128,156,45.15,11.3,10.84,13.7,12.5,12.7,6.7222223,6.5,7.388889,7.2777777,6.7777777,6.1666665
2022,machine learning,2,14,0,5,0,0,low,1,1,26,36.28,12.7,9.94,14.2,14.1,14.09,6.2391305,6.0869565,6.978261,6.7826085,6.304348,5.7391305
2022,machine learning,0,7,0,4,0,0,low,0,0,10,41.4,12.8,11.56,14.0,15.0,13.58,5.766667,5.633333,6.6,6.3333335,5.866667,5.4333334
2022,machine learning,1,26,0,0,0,0,low,0,1,64,35.91,14.9,13.88,15.4,16.5,12.77,6.4615383,6.3076925,7.230769,7.1153846,6.769231,5.923077
2022,internet of things and embedded systems,4,18,0,101,0,0,low,0,1,18,29.69,15.2,13.77,16.9,17.9,15.9,7.357143,7.107143,8.035714,7.928571,7.5,6.964286
2022,machine learning,1,37,0,5,0,0,low,0,0,37,87.39,7.5,11.02,8.3,4.7,-1.45,2.46,2.48,3.22,2.96,3.0,2.76
2022,software engineering,1,16,0,4,0,2,low,0,0,16,33.95,13.6,11.8,14.8,14.8,14.27,6.571429,6.357143,7.321429,7.107143,6.714286,6.071429
2022,machine learning,1,2,0,7,0,0,low,0,1,3,29.35,13.3,13.56,14.8,18.3,20.18,3.1470587,3.1764705,3.9117646,3.5882354,3.6764705,3.2058823
2022,machine learning,3,13,0,11,0,0,low,0,1,13,24.24,13.2,12.11,13.8,17.6,20.92,3.225,3.2,3.825,3.5,3.65,3.2
2017,"distributed, parallel and cluster computing",349,42,0,566,0,0,high,10,47,65,45.25,11.3,9.47,13.7,13.5,14.03,6.854839,6.7419353,7.516129,7.370968,6.903226,6.354839
2018,cryptography and security,207,26,0,193,0,0,high,2,20,52,46.17,10.9,9.82,13.8,12.0,12.76,7.0,6.7727275,7.590909,7.4545455,7.1363635,6.4545455
2022,machine learning,0,63,0,5,0,0,low,0,0,63,35.27,13.1,11.14,14.5,14.5,14.62,6.95,6.8,7.7,7.55,7.05,6.45
2022,machine learning,0,9,0,5,0,0,low,0,0,16,43.02,12.2,11.62,14.3,14.2,13.92,7.75,7.625,8.1875,8.1875,7.8125,7.4375
2022,machine learning,0,9,0,3,0,0,low,0,0,9,16.83,16.0,16.04,17.3,21.1,21.7,3.0526316,3.1052632,3.8157895,3.5,3.6578948,3.131579
2022,machine learning,1,9,0,2,0,0,low,0,1,17,29.75,13.1,12.9,15.0,18.6,20.99,2.95,2.975,3.8,3.475,3.5,3.075
2022,machine learning,0,8,0,6,0,0,low,0,0,8,21.9,14.1,11.29,15.0,18.4,20.7,3.1470587,3.1176472,3.8529413,3.5588236,3.6764705,3.2058823
2022,machine learning,0,4,0,10,0,0,low,0,0,7,46.17,10.9,10.18,13.0,11.5,12.06,6.25,6.142857,7.035714,6.75,6.285714,5.821429
2018,software engineering,1080,63,0,1723,1,0,high,17,101,100,20.48,14.6,10.07,15.5,15.2,16.47,7.375,7.075,8.05,7.85,7.45,6.875
2019,"distributed, parallel and cluster computing",337,10,0,401,0,18,high,18,58,10,34.97,13.2,10.77,15.2,14.3,14.21,6.709677,6.629032,7.596774,7.354839,6.854839,6.306452
2022,cryptography and security,6,11,0,31,0,0,low,1,4,17,44.85,11.5,9.15,14.2,13.7,14.03,6.5652175,6.304348,7.173913,7.0869565,6.7391305,6.1086955
2022,machine learning,0,24,0,2,0,48,low,0,0,24,36.89,12.4,9.41,13.7,13.9,14.67,6.640625,6.453125,7.375,7.125,6.6875,6.25
2022,machine learning,4,67,56,0,0,0,low,0,1,67,80.62,6.0,7.56,9.3,3.9,2.96,2.9107144,2.857143,3.7142856,3.3035715,3.4285715,3.0714285
2022,"distributed, parallel and cluster computing",329,8,0,619,1,0,high,14,165,8,32.22,14.2,11.78,16.5,16.4,15.32,6.5375,6.375,7.3375,7.1,6.7,6.075
2017,"distributed, parallel and cluster computing",328,62,0,371,0,0,high,7,27,78,42.41,12.4,10.75,14.5,14.4,13.87,6.92,6.62,7.56,7.4,6.88,6.34
2022,internet of things and embedded systems,2,24,0,7,0,0,low,0,1,43,55.64,9.4,9.36,12.0,11.8,12.7,6.0882354,5.9117646,6.7941175,6.617647,6.2941175,5.7058825
2018,software engineering,687,17,0,776,4,25,high,0,15,28,48.5,10.0,8.29,12.8,11.3,12.87,6.12069,5.9310346,6.913793,6.62069,6.2413793,5.5689654
2022,internet of things and embedded systems,1,3,0,22,0,0,low,0,1,4,43.32,12.0,10.52,14.0,13.5,13.23,6.975,6.8,7.75,7.525,7.125,6.55
2022,machine learning,2,5,0,5,0,0,low,1,1,5,19.87,14.8,15.38,16.4,20.8,23.08,3.15,3.15,3.95,3.6,3.65,3.3
2017,"distributed, parallel and cluster computing",265,24,0,285,0,0,high,11,29,25,33.95,13.6,11.36,15.4,15.3,15.03,7.368421,7.1578946,8.052631,7.9473686,7.4473686,6.8421054
2022,machine learning,0,13,0,7,0,0,low,0,0,13,33.78,15.7,15.09,17.6,19.2,15.04,7.2777777,7.0555553,8.0,7.8333335,7.2777777,6.7777777
2022,machine learning,1,48,0,2,0,0,low,0,1,48,35.57,12.9,9.49,15.2,15.7,16.36,6.6551723,6.448276,7.4310346,7.2198277,6.724138,5.9827585
2022,machine learning,0,15,0,2,0,0,low,0,0,17,86.57,7.8,10.99,5.7,5.1,-1.33,2.32,2.22,3.0,2.58,2.84,2.5
2022,machine learning,1,5,0,0,0,0,low,0,0,7,46.06,11.0,9.31,13.2,12.5,13.11,6.87931,6.672414,7.551724,7.4310346,6.8448277,6.206897
2022,machine learning,2,15,0,8,0,0,low,0,1,22,47.38,10.5,9.3,12.9,12.6,13.34,6.0238094,5.8095236,6.7619047,6.452381,6.1904764,5.642857
2022,machine learning,3,33,0,8,0,0,low,0,3,81,44.54,11.6,10.12,14.0,14.4,14.97,6.804348,6.630435,7.5434785,7.347826,6.9130435,6.4130435
2022,machine learning,4,7,0,7,0,0,low,0,3,7,53.0,10.4,8.97,12.9,10.3,9.4,5.25,5.142857,6.0,5.785714,5.446429,4.910714
2022,internet of things and embedded systems,17,13,0,25,1,0,low,0,15,18,41.9,12.6,11.03,14.2,15.0,14.1,6.576923,6.423077,7.423077,7.076923,6.6153846,6.0384617
2020,internet of things and embedded systems,247,25,0,278,0,0,high,10,45,28,34.97,13.2,9.52,14.9,13.8,13.87,7.298387,7.072581,7.83871,7.7419353,7.346774,6.798387
2019,cryptography and security,239,42,0,290,0,0,high,10,24,67,51.18,11.1,10.06,12.8,12.3,11.43,6.9333334,6.766667,7.6,7.4666667,7.0333333,6.4666667
2022,internet of things and embedded systems,0,9,0,3,0,0,low,0,0,9,29.08,15.4,15.42,17.5,17.4,14.74,6.7,6.5,7.6,7.3,6.9,6.2
2021,software engineering,898,34,0,1028,0,0,high,22,263,59,50.12,9.4,7.43,11.8,11.0,13.04,5.4761906,5.404762,6.357143,6.047619,5.7380953,5.1904764
2022,machine learning,0,44,0,9,0,0,low,0,0,76,32.63,14.1,11.99,15.4,15.3,14.16,7.25,7.125,7.75,7.75,7.25,6.875
2017,information retrieval,1411,58,0,859,0,0,high,1,44,98,46.57,10.8,8.95,13.1,11.9,12.64,6.388889,6.1944447,7.0833335,6.9166665,6.4444447,5.9166665
2019,information retrieval,761,82,0,961,0,0,high,108,168,142,45.66,11.1,9.07,13.4,12.8,13.28,6.6086955,6.3913045,7.2391305,7.1086955,6.652174,6.1086955
2018,cryptography and security,239,93,0,207,1,0,high,11,45,153,42.51,12.3,10.36,13.8,13.0,12.13,5.9791665,5.7916665,6.75,6.625,6.1458335,5.4375
2022,machine learning,8,16,0,6,0,0,low,0,2,25,45.46,11.2,8.75,13.6,12.9,13.28,6.2884617,6.1153846,7.0,6.6923075,6.1923075,5.6538463
2022,"distributed, parallel and cluster computing",2,19,0,6,0,0,low,0,0,25,17.61,19.8,19.27,18.0,24.2,16.49,5.0,4.875,6.0,5.625,5.375,5.0
2022,machine learning,7,12,0,20,0,0,low,1,3,20,46.06,11.0,10.19,13.4,12.3,13.05,6.75,6.6,7.45,7.25,6.8,6.05
2022,machine learning,17,18,0,48,0,0,low,0,8,41,39.26,13.6,11.86,15.2,16.0,13.64,6.089286,5.928571,6.928571,6.660714,6.071429,5.375
2017,cryptography and security,2856,52,0,4459,2,0,high,2,89,89,55.84,9.3,8.86,12.3,11.6,12.87,7.3461537,7.0384617,7.730769,7.6538463,7.1538463,6.8846154
2018,cryptography and security,2307,52,107,2416,0,0,high,3,174,89,56.15,9.2,8.62,12.4,11.8,13.1,7.318182,7.0,7.818182,7.7954545,7.25,6.75
2018,computational complexity,1625,14,0,1674,0,0,high,2,37,31,42.82,12.2,11.5,14.2,14.6,13.87,6.6153846,6.4615383,7.269231,7.1538463,6.6923075,6.076923
2017,cryptography and security,884,35,0,751,5,0,high,2,52,59,59.13,10.1,9.56,13.3,11.3,9.57,5.7954545,5.715909,6.5227275,6.409091,5.9488635,5.2386365
2017,machine learning,1470,24,0,1618,0,0,high,0,43,38,41.29,12.8,11.31,14.4,14.5,13.0,6.625,6.375,7.2916665,7.2083335,6.6666665,6.125
2019,cryptography and security,963,24,0,237,1,0,high,84,180,43,33.24,13.8,11.37,15.5,15.2,14.45,7.392857,7.142857,8.0,7.928571,7.464286,6.892857
2017,cryptography and security,946,52,0,2133,2,0,high,5,26,89,56.15,9.2,8.62,12.4,11.8,13.1,7.318182,7.0,7.818182,7.7954545,7.25,6.75
2017,cryptography and security,1324,51,0,1665,13,0,high,12,106,74,51.07,11.1,10.41,13.1,12.6,11.84,7.409091,7.090909,7.818182,7.7272725,7.409091,6.818182
2017,cryptography and security,1119,29,0,748,0,0,high,5,51,37,53.1,10.3,8.65,12.7,10.8,10.32,6.5425534,6.4148936,7.1702127,7.074468,6.606383,6.0319147
2021,cryptography and security,1092,58,0,661,3,0,high,160,375,78,34.36,13.4,10.16,15.5,15.6,15.55,6.7440476,6.5416665,7.470238,7.2738094,6.6845236,6.053571
2018,cryptography and security,1000,80,0,576,0,0,high,6,47,80,54.02,10.0,9.21,12.8,11.0,10.61,5.25,5.28125,6.125,5.84375,5.375,4.84375
2018,computational complexity,830,37,0,478,1,0,high,11,54,47,53.51,10.2,8.86,13.0,10.9,10.15,5.534091,5.4545455,6.409091,6.193182,5.681818,4.8977275
2018,cryptography and security,2208,30,0,1859,4,0,high,37,246,53,43.02,12.2,10.39,14.7,14.6,14.39,6.953125,6.84375,7.640625,7.53125,7.109375,6.40625
2021,cryptography and security,1792,31,0,2477,5,0,high,69,431,54,41.87,10.5,7.63,12.2,11.4,12.98,4.482143,4.491071,5.5625,5.25,5.044643,4.401786
2017,cryptography and security,1709,15,0,1179,2,0,high,1,18,23,48.84,12.0,10.85,13.4,12.8,10.8,6.265625,6.15625,7.0,6.953125,6.5625,5.828125
2018,cryptography and security,856,28,0,1374,2,0,high,60,153,34,41.4,12.8,11.24,15.3,14.6,13.46,7.05,6.85,7.625,7.475,6.95,6.5
2017,cryptography and security,844,35,0,934,0,0,high,0,17,57,43.63,11.9,9.87,13.6,12.6,12.24,7.18,6.98,7.8,7.68,7.24,6.6
2017,cryptography and security,838,27,0,328,5,0,high,0,13,50,51.99,10.8,9.43,13.8,11.3,10.21,5.8846154,5.769231,6.576923,6.480769,5.8653846,5.3846154
2018,cryptography and security,718,20,0,432,0,0,high,9,48,25,40.89,13.0,11.27,15.0,15.2,13.87,6.982143,6.875,7.642857,7.625,7.214286,6.428571
2017,cryptography and security,715,25,0,504,0,0,high,1,46,47,37.2,12.3,8.82,14.4,12.4,12.93,6.6458335,6.4583335,7.2291665,7.1875,6.8125,6.1666665
2018,cryptography and security,685,22,0,402,1,0,high,2,38,39,50.26,11.4,10.04,14.1,13.2,11.95,6.782051,6.6153846,7.448718,7.3589745,6.8589745,6.179487
2019,cryptography and security,677,135,0,941,1,0,high,24,75,135,34.56,13.3,11.5,15.4,16.4,16.59,6.95,6.65,7.725,7.5,7.0,6.35
2022,"distributed, parallel and cluster computing",1,37,0,4,0,0,low,0,1,70,45.05,11.4,8.85,14.0,13.1,13.45,6.483871,6.274194,7.112903,7.016129,6.564516,5.967742
2019,internet of things and embedded systems,260,18,0,262,12,0,high,10,36,18,29.48,15.3,13.95,16.8,18.1,15.84,7.318182,7.090909,8.045455,7.909091,7.4545455,6.818182
2022,"distributed, parallel and cluster computing",7,9,0,36,0,0,low,0,3,16,34.36,13.4,11.44,15.0,14.9,14.79,6.8333335,6.7,7.5666666,7.3333335,7.0666666,6.366667
2021,computational complexity,744,30,0,684,0,0,high,16,190,36,52.7,10.5,9.51,13.0,13.5,13.52,6.633333,6.5,7.266667,7.0666666,6.6666665,6.1
2017,cryptography and security,665,41,0,969,0,0,high,6,54,92,44.24,11.7,9.8,13.5,14.0,14.45,7.3125,7.0416665,7.9375,7.8125,7.3541665,6.7708335
2018,cryptography and security,648,33,0,956,0,0,high,16,56,55,40.38,13.2,12.36,14.4,14.7,13.18,6.5,6.25,7.2,6.95,6.35,5.95
2018,cryptography and security,629,41,0,589,0,1,high,2,36,79,55.24,9.5,8.05,12.9,10.9,11.37,6.6125,6.3875,7.3375,7.1625,6.7,6.0375
2020,cryptography and security,608,43,0,1158,0,33,high,50,113,89,38.21,11.9,9.52,13.4,13.5,14.9,7.2727275,7.0454545,7.840909,7.7272725,7.2727275,6.7272725
2018,cryptography and security,607,13,0,486,2,0,high,0,42,20,45.15,11.3,8.98,13.6,12.3,12.35,6.352941,6.25,7.0441175,6.882353,6.5,5.8235292
2017,cryptography and security,280,31,0,390,1,0,high,2,21,44,45.46,11.2,9.57,13.5,12.5,12.64,6.9545455,6.7954545,7.7045455,7.5,7.068182,6.5227275
2018,cryptography and security,607,58,0,388,5,0,high,6,39,135,52.8,10.5,8.99,13.3,11.4,10.91,6.111111,6.0277777,6.861111,6.7777777,6.3472223,5.5694447
2018,cryptography and security,585,54,0,280,0,0,high,8,70,94,28.84,13.5,9.11,14.6,14.0,15.08,6.44,6.26,7.22,7.0,6.62,5.98
2019,cryptography and security,552,59,0,864,0,0,high,17,86,92,42.82,12.2,10.61,14.7,14.6,14.27,7.1538463,6.9423075,7.730769,7.673077,7.2115383,6.673077
2019,cryptography and security,545,24,0,1600,2,0,high,36,89,28,45.05,11.4,9.88,14.3,13.8,14.21,7.22,7.0,7.98,7.7,7.26,6.8
2020,cryptography and security,532,16,0,473,0,0,high,52,114,17,44.85,11.5,9.99,13.4,13.5,13.74,6.7352943,6.5882354,7.4411764,7.2352943,6.7647057,6.2352943
2019,cryptography and security,497,84,0,1317,1,0,high,2,50,84,41.6,12.7,10.56,14.8,14.4,13.4,7.476744,7.2674417,8.093023,7.976744,7.5930233,7.0697675
2018,cryptography and security,529,25,0,878,0,15,high,2,71,52,46.98,10.6,8.59,12.6,10.9,11.89,7.1976743,7.0116277,7.7906976,7.6744184,7.2674417,6.7906976
2019,cryptography and security,496,56,0,166,1,0,high,8,50,91,55.03,9.6,8.87,12.2,11.0,11.6,5.847826,5.7608695,6.630435,6.478261,6.021739,5.2608695
2018,cryptography and security,496,106,0,1067,1,0,high,27,73,181,36.08,12.7,11.23,14.2,14.5,15.32,7.269231,7.076923,7.923077,7.8461537,7.3846154,6.6923075
2019,cryptography and security,490,9,0,744,0,0,high,1,63,10,43.12,12.1,10.22,14.1,13.4,13.17,7.322581,7.16129,7.951613,7.83871,7.419355,6.870968
2017,cryptography and security,478,25,0,482,0,0,high,0,35,47,45.46,11.2,9.29,14.1,13.4,14.09,6.75,6.425,7.3,7.1,6.6,6.3
2017,cryptography and security,523,24,0,297,0,0,high,4,11,33,54.52,9.8,9.12,12.1,11.0,11.31,6.71875,6.5,7.28125,7.15625,6.8125,6.25
2020,cryptography and security,512,80,0,674,25,160,high,6,74,134,28.23,13.7,11.96,15.3,16.2,16.82,6.03125,5.875,7.0,6.65625,6.25,5.71875
2019,cryptography and security,507,28,0,840,0,0,high,25,83,39,37.1,12.4,9.73,14.2,14.4,15.19,5.7586207,5.637931,6.6551723,6.413793,6.0,5.362069
2022,"distributed, parallel and cluster computing",0,22,0,4,0,0,low,0,0,22,56.18,11.2,10.74,13.3,13.1,10.51,6.5666666,6.4666667,7.1833334,7.0833335,6.766667,6.25
2022,cryptography and security,2,11,0,1,0,0,low,0,2,30,51.89,10.8,10.94,13.7,12.4,12.01,6.5,6.3333335,7.0833335,6.9166665,6.5,6.0
2020,cryptography and security,236,17,0,714,0,0,high,3,33,20,36.89,12.4,9.89,14.4,14.7,15.43,7.448276,7.206897,8.068966,7.862069,7.448276,7.1034484
2019,cryptography and security,428,26,0,438,0,0,high,0,25,32,42.92,12.2,10.17,13.9,13.1,12.59,6.75,6.590909,7.5227275,7.340909,6.909091,6.25
2018,cryptography and security,424,42,0,158,3,0,high,8,22,59,52.39,10.6,9.74,13.4,11.7,11.14,5.8333335,5.759259,6.740741,6.5,6.0740743,5.3703704
2018,cryptography and security,421,60,0,205,0,0,high,100,97,79,53.41,10.2,9.45,13.1,11.4,11.13,6.0,5.8157897,6.763158,6.4736843,6.0789475,5.5789475
2022,"distributed, parallel and cluster computing",3,9,0,2,0,0,low,0,1,16,45.05,11.4,9.89,13.1,13.2,13.4,6.4583335,6.25,7.0833335,6.875,6.4166665,5.9583335
2019,cryptography and security,410,33,0,313,0,0,high,28,56,52,36.59,12.6,9.96,14.9,13.6,14.09,7.1538463,6.9423075,7.769231,7.6153846,7.2115383,6.6346154
2019,cryptography and security,462,17,0,743,0,0,high,7,55,21,45.96,11.0,8.64,12.7,12.3,12.99,6.517857,6.410714,7.25,7.053571,6.732143,6.107143
2020,cryptography and security,403,26,0,555,2,0,high,10,42,26,40.75,11.0,8.36,13.1,12.7,14.61,5.8513513,5.5945945,6.6621623,6.2297297,5.716216,5.4324327
2018,cryptography and security,463,11,0,331,0,0,high,14,52,14,46.88,10.7,8.86,12.8,12.0,13.16,6.296875,6.140625,7.015625,6.84375,6.375,5.8125
2019,cryptography and security,459,21,0,768,1,0,high,55,63,30,32.73,14.0,11.45,16.2,16.8,16.07,6.5,6.2884617,7.3846154,7.1153846,6.5961537,6.0
2018,cryptography and security,454,12,0,894,1,64,high,0,25,20,44.64,11.5,9.91,13.8,13.7,13.98,6.95,6.825,7.575,7.525,7.225,6.675
2018,cryptography and security,452,38,0,632,0,0,high,8,58,56,36.39,12.6,9.8,14.7,13.6,14.09,7.382353,7.0882354,7.9117646,7.7941175,7.470588,6.9411764
2017,cryptography and security,446,57,0,589,2,33,high,2,35,85,46.06,11.0,9.1,13.5,12.9,13.69,6.783784,6.5945945,7.527027,7.3513513,6.864865,6.283784
2017,cryptography and security,391,52,2689,139,0,0,high,14,30,57,51.89,10.8,9.97,13.5,11.3,10.5,6.285714,6.214286,7.0,6.8333335,6.404762,5.7619047
2018,cryptography and security,443,33,0,114,0,0,high,11,50,35,53.41,10.2,9.27,13.4,11.9,11.02,5.825,5.725,6.475,6.35,5.975,5.325
2018,cryptography and security,441,17,0,503,0,0,high,7,64,17,57.91,10.6,10.31,12.6,12.3,10.5,6.7173915,6.5652175,7.3913045,7.326087,6.804348,6.304348
2017,cryptography and security,434,28,0,303,0,0,high,0,22,75,45.86,11.1,8.92,12.9,11.6,11.71,6.3461537,6.230769,7.1153846,6.980769,6.480769,5.8846154
2019,cryptography and security,429,23,0,1223,0,28,high,5,48,44,33.95,13.6,10.82,15.4,16.4,16.19,6.796296,6.5185184,7.5185184,7.296296,6.703704,6.2222223
2018,computational complexity,582,31,0,947,0,7,high,4,52,56,27.01,14.2,11.64,15.9,17.5,18.45,6.9473686,6.6842103,7.5789475,7.4473686,7.0,6.3157897
2018,cryptography and security,382,17,0,448,0,0,high,2,45,30,44.95,11.4,9.26,13.6,13.1,13.22,6.2413793,6.0,6.8965516,6.724138,6.293103,5.724138
2017,cryptography and security,379,54,8,148,21,0,high,4,32,54,53.92,10.0,7.52,12.9,10.6,9.86,6.0629034,5.983871,6.822581,6.693548,6.233871,5.604839
2019,cryptography and security,378,45,0,428,0,0,high,15,50,100,67.76,6.8,7.41,10.7,8.0,9.67,5.0,4.888889,5.7777777,5.4722223,5.0833335,4.111111
2017,cryptography and security,377,19,0,309,0,0,high,0,23,28,41.09,12.9,11.3,14.0,14.4,13.11,6.821429,6.642857,7.535714,7.357143,6.821429,6.25
2020,cryptography and security,367,18,0,181,0,0,high,21,57,26,52.6,10.5,8.78,12.6,10.3,9.34,5.470588,5.4264708,6.242647,6.0588236,5.625,4.9558825
2022,"distributed, parallel and cluster computing",1,6,0,2,0,0,low,0,1,11,45.56,11.2,10.06,13.8,13.8,14.61,6.357143,6.214286,7.1190476,6.952381,6.428571,5.6666665
